"","taxon_name","genus","family","leaf_length","seed_width","seed_length","plant_height","leaf_width","seed_height","leaf_area","wood_density","leaf_thickness"
"8354","Podolepis lessonii","Podolepis","Asteraceae",70,NA,NA,0.4,15,NA,NA,NA,NA
"8355","Podotheca angustifolia","Podotheca","Asteraceae",49,NA,NA,0.3,4,NA,NA,NA,NA
"8356","Podotheca gnaphalioides","Podotheca","Asteraceae",NA,NA,NA,0.6,NA,NA,NA,NA,NA
"8357","Pogonolepis muelleriana","Pogonolepis","Asteraceae",4.75,NA,NA,0.12,0.75,NA,NA,NA,NA
"8358","Polycarpon tetraphyllum","Polycarpon","Caryophyllaceae",9.5,NA,NA,0.23,4.5,NA,NA,NA,NA
"8359","Prasophyllum gracile","Prasophyllum","Orchidaceae",200,NA,NA,0.3,2,NA,NA,NA,NA
"8360","Ptilotus declinatus","Ptilotus","Amaranthaceae",NA,NA,NA,0.2,NA,NA,NA,NA,NA
"8361","Ptilotus exaltatus","Ptilotus","Amaranthaceae",NA,NA,NA,1.5,9,NA,586,NA,NA
"8362","Ptilotus gaudichaudii","Ptilotus","Amaranthaceae",20,NA,NA,0.5,2.48,NA,41.8,NA,NA
"8363","Ptilotus sp. [Dwyer_2017]","Ptilotus","Amaranthaceae",NA,NA,NA,0.078,NA,NA,NA,NA,NA
"8364","Quinetia urvillei","Quinetia","Asteraceae",12.2,NA,NA,0.2,3,NA,NA,NA,NA
"8365","Rhodanthe chlorocephala","Rhodanthe","Asteraceae",NA,NA,NA,0.113,NA,NA,NA,NA,NA
"8366","Rhodanthe laevis","Rhodanthe","Asteraceae",15,NA,NA,0.22,0.6,NA,NA,NA,NA
"8367","Rhodanthe manglesii","Rhodanthe","Asteraceae",NA,NA,NA,0.4,NA,NA,NA,NA,NA
"8368","Rhodanthe polycephala","Rhodanthe","Asteraceae",NA,NA,NA,0.273,NA,NA,NA,NA,NA
"8369","Rhodanthe pygmaea","Rhodanthe","Asteraceae",7.5,NA,NA,0.1,0.2,NA,NA,NA,NA
"8370","Rhodanthe spicata","Rhodanthe","Asteraceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA
"8371","Vincetoxicum lineare","Vincetoxicum","Apocynaceae",60,NA,NA,0.14,1.88,NA,79.1,NA,NA
"8372","Romulea rosea","Romulea","Iridaceae",228,NA,NA,0.4,1.75,NA,785,NA,NA
"8373","Rostraria pumila","Rostraria","Poaceae",NA,NA,NA,0.3,2.33,NA,133,NA,NA
"8374","Rytidosperma caespitosum","Rytidosperma","Poaceae",191,2,3.3,1,1.91,NA,504,NA,NA
"8375","Schoenia cassiniana","Schoenia","Asteraceae",67.5,NA,NA,0.7,8.5,NA,NA,NA,NA
"8376","Schoenus nanus","Schoenus","Cyperaceae",NA,NA,NA,0.1,NA,NA,NA,NA,NA
"8377","Senecio glossanthus","Senecio","Asteraceae",41.6,NA,NA,0.5,8.98,NA,126,NA,NA
"8378","Silene nocturna","Silene","Caryophyllaceae",25,NA,NA,0.191,6,NA,NA,NA,NA
"8379","Stenopetalum lineare","Stenopetalum","Brassicaceae",NA,0.5,0.5,0.6,NA,NA,NA,NA,NA
"8380","Trachymene ornata","Trachymene","Araliaceae",32.5,NA,NA,0.219,32.5,NA,NA,NA,NA
"8381","Trachymene pilosa","Trachymene","Araliaceae",17.5,NA,NA,0.3,17.5,NA,NA,NA,NA
"8382","Trifolium hirtum","Trifolium","Fabaceae",11.5,NA,NA,0.088,8,NA,NA,NA,NA
"8383","Trifolium subterraneum","Trifolium","Fabaceae",24.4,NA,NA,0.15,23.4,NA,297,NA,NA
"8384","Triglochin isingiana","Triglochin","Juncaginaceae",NA,NA,NA,0.0425,NA,NA,NA,NA,NA
"8385","Urospermum picroides","Urospermum","Asteraceae",90,NA,NA,0.5,25,NA,NA,NA,NA
"8386","Ursinia anthemoides","Ursinia","Asteraceae",NA,NA,NA,0.305,NA,NA,NA,NA,NA
"8387","Vulpia bromoides","Vulpia","Poaceae",35.4,NA,NA,0.6,1.09,NA,27,NA,NA
"8388","Vulpia myuros","Vulpia","Poaceae",NA,NA,NA,0.6,NA,NA,NA,NA,NA
"8389","Wahlenbergia gracilenta","Wahlenbergia","Campanulaceae",20.5,0.337,0.634,0.5,5.6,NA,226,NA,NA
"8390","Waitzia nitida","Waitzia","Asteraceae",NA,NA,NA,0.419,NA,NA,NA,NA,NA
"8391","Wurmbea sp. Paynes Find (C.J.French 1237)","Wurmbea","Colchicaceae",NA,NA,NA,0.12,NA,NA,NA,NA,NA
"8392","Zaluzianskya divaricata","Zaluzianskya","Scrophulariaceae",19,NA,NA,0.35,8,NA,NA,NA,NA
"8393","Acacia harpophylla","Acacia","Fabaceae",158,9,9,30,20.3,4,560,0.846,NA
"8394","Geijera parviflora","Geijera","Rutaceae",126,2,2.5,10,7.47,NA,585,0.827,0.384
"8395","Hibbertia aspera","Hibbertia","Dilleniaceae",10.5,1.2,1.2,2,4.75,NA,110,NA,0.308
"8396","Monotoca scoparia","Monotoca","Ericaceae",13.9,1.5,2.25,3,2.22,NA,24.9,0.693,0.376
"8397","Platylobium obtusangulum","Platylobium","Fabaceae",25,2,3,1,28,NA,529,NA,0.264
"8398","Acacia aspera","Acacia","Fabaceae",25,2.43,4.43,2,3.33,1.57,78.4,NA,NA
"8399","Acacia baileyana","Acacia","Fabaceae",6.25,3.05,5.92,10,1.27,1.83,748,0.743,NA
"8400","Acacia concurrens","Acacia","Fabaceae",138,1.85,4.16,10,36.5,1.38,1860,0.758,NA
"8401","Acacia deanei","Acacia","Fabaceae",7.67,3.59,5.99,7,0.85,1.72,NA,0.771,NA
"8402","Acacia georgensis","Acacia","Fabaceae",100,1.95,4.28,12,17,1.29,415,NA,NA
"8403","Acacia mariae","Acacia","Fabaceae",9.5,2.58,4.28,2,1.55,1.47,13.9,NA,NA
"8404","Crowea exalata","Crowea","Rutaceae",32.2,1.69,3.73,1,3.75,1.89,NA,NA,NA
"8405","Lasiopetalum behrii","Lasiopetalum","Malvaceae",72.5,NA,NA,1.5,21.2,NA,1330,NA,NA
"8406","Melaleuca gibbosa","Melaleuca","Myrtaceae",5,NA,NA,3,3.25,NA,17.9,NA,NA
"8407","Melaleuca quinquenervia","Melaleuca","Myrtaceae",57.5,1,1,35,16.2,NA,651,0.69,NA
"8408","Astrotricha floccosa","Astrotricha","Araliaceae",146,NA,NA,4,32.8,NA,4090,0.456,0.437
"8409","Hibbertia bracteata","Hibbertia","Dilleniaceae",20,NA,NA,1,5.65,NA,72,NA,0.28
"8410","Lasiopetalum ferrugineum","Lasiopetalum","Malvaceae",67,NA,NA,3,19.2,NA,1120,0.764,0.435
"8411","Leptospermum","Leptospermum","Myrtaceae",NA,NA,NA,NA,2.8,NA,18.3,NA,NA
"8412","Leucopogon microphyllus","Leucopogon","Ericaceae",5.38,NA,NA,1,1.45,NA,2.06,NA,0.31
"8413","Pomaderris ferruginea","Pomaderris","Rhamnaceae",77.5,NA,NA,4,31.2,NA,921,0.732,0.305
"8414","Pultenaea stipularis","Pultenaea","Fabaceae",20,NA,NA,2,1.5,NA,49.6,0.673,NA
"8415","Acacia longifolia","Acacia","Fabaceae",160,NA,NA,10,23.2,NA,2340,0.443,0.33
"8416","Aotus ericoides","Aotus","Fabaceae",16.5,NA,NA,2,3.5,NA,30.5,0.709,NA
"8417","Leucopogon affinis","Leucopogon","Ericaceae",28.2,1.44,1.69,3,4.79,NA,31.4,0.662,NA
"8418","Monotoca elliptica","Monotoca","Ericaceae",20.2,2.25,3,10,4.38,NA,56.3,0.549,NA
"8419","Platysace ericoides","Platysace","Apiaceae",11.4,NA,NA,0.5,1.23,NA,7.8,0.798,NA
"8420","Pomax umbellata","Pomax","Rubiaceae",20.2,NA,NA,0.4,8.55,NA,77.3,NA,NA
"8421","Ricinocarpos pinifolius","Ricinocarpos","Euphorbiaceae",32.5,NA,NA,3,2.5,NA,69.4,0.465,NA
"8422","Tetratheca ericifolia","Tetratheca","Elaeocarpaceae",6.5,NA,NA,0.68,1.02,NA,23.7,0.153,NA
"8423","Abutilon fraseri","Abutilon","Malvaceae",52.5,NA,NA,1.5,29.4,NA,493,NA,NA
"8424","Acacia brachystachya","Acacia","Fabaceae",97.5,4,NA,6,1.98,NA,124,0.99,NA
"8425","Acacia sp. [Acacia brownii/ulicifolia; Fonseca_2000]","Acacia","Fabaceae",NA,NA,NA,NA,0.8,NA,3.2,NA,NA
"8426","Acacia burkittii","Acacia","Fabaceae",102,3.75,NA,8,1.28,NA,62,NA,NA
"8427","Acacia sp. [Acacia cheelii/melanoxylon; Fonseca_2000]","Acacia","Fabaceae",NA,NA,NA,NA,16.5,NA,1890,NA,NA
"8428","Acacia clivicola","Acacia","Fabaceae",NA,NA,NA,NA,1.5,NA,46.4,NA,NA
"8429","Acacia homalophylla","Acacia","Fabaceae",86.7,NA,NA,10,7.48,NA,286,1.06,NA
"8430","Acacia irrorata","Acacia","Fabaceae",3.58,NA,NA,12,0.7,NA,2.75,0.486,NA
"8431","Acacia longissima","Acacia","Fabaceae",150,NA,NA,5,3.88,NA,366,0.606,NA
"8432","Acacia sp. [Fonseca_2000]","Acacia","Fabaceae",NA,NA,NA,NA,6.05,NA,528,NA,NA
"8433","Acacia trineura","Acacia","Fabaceae",54.2,NA,NA,5,8.65,NA,357,0.722,NA
"8434","Acacia wilhelmiana","Acacia","Fabaceae",23.3,NA,NA,3.2,2.75,NA,19,0.805,0.37
"8435","Actinotus minor","Actinotus","Apiaceae",NA,NA,NA,0.5,1.9,NA,25.2,NA,NA
"8436","Adiantum formosum","Adiantum","Pteridaceae",NA,NA,NA,NA,4.7,NA,59.7,NA,NA
"8437","Allocasuarina sp. [Fonseca_2000]","Allocasuarina","Casuarinaceae",NA,NA,NA,NA,0.6,NA,41.6,NA,NA
"8438","Alternanthera nana","Alternanthera","Amaranthaceae",18.8,NA,NA,0.6,5.4,NA,20.4,NA,NA
"8439","Alyssum linifolium","Alyssum","Brassicaceae",NA,NA,NA,0.3,1.4,NA,28.8,NA,NA
"8440","Amyema pendula subsp. pendula","Amyema","Loranthaceae",NA,NA,NA,3,8.1,NA,1050,NA,NA
"8441","Amyema sp. [Fonseca_2000]","Amyema","Loranthaceae",NA,NA,NA,NA,12.4,NA,802,NA,NA
"8442","Angophora sp. [Fonseca_2000]","Angophora","Myrtaceae",NA,NA,NA,NA,20.5,NA,1360,NA,NA
"8443","Capparis anomala","Capparis","Capparaceae",10,2.5,3.5,5,2.2,NA,132,0.81,NA
"8444","Aristida obscura","Aristida","Poaceae",175,NA,8,0.5,2.35,NA,51.2,NA,NA
"8445","Aristida sp. [Fonseca_2000]","Aristida","Poaceae",NA,NA,NA,NA,0.5,NA,53.8,NA,NA
"8446","Arthropteris tenella","Arthropteris","Tectariaceae",NA,NA,NA,NA,11.7,NA,325,NA,NA
"8447","Asteraceae sp. [Fonseca_2000]","Asteraceae","Asteraceae",NA,NA,NA,NA,2.2,NA,13.3,NA,NA
"8448","Astrebla lappacea","Astrebla","Poaceae",170,NA,NA,0.9,3.8,NA,280,NA,NA
"8449","Atriplex acutibractea","Atriplex","Chenopodiaceae",23.8,NA,NA,0.5,13.8,NA,62.4,NA,NA
"8450","Atriplex acutiloba","Atriplex","Chenopodiaceae",30,NA,NA,0.5,3.6,NA,21.5,NA,NA
"8451","Atriplex angulata","Atriplex","Chenopodiaceae",35,NA,NA,1.2,17.2,NA,75.9,0.911,NA
"8452","Atriplex eardleyae","Atriplex","Chenopodiaceae",NA,NA,NA,0.3,9,NA,87.6,NA,NA
"8453","Atriplex lindleyi","Atriplex","Chenopodiaceae",35,NA,NA,0.4,14.2,NA,20.4,NA,NA
"8454","Atriplex pseudocampanulata","Atriplex","Chenopodiaceae",20,NA,NA,0.3,14.6,NA,103,NA,NA
"8455","Atriplex stipitata","Atriplex","Chenopodiaceae",18,NA,NA,1,8.93,NA,56.4,NA,0.25
"8456","Atriplex vesicaria","Atriplex","Chenopodiaceae",15,NA,NA,1,6.54,NA,33.4,NA,NA
"8457","Banksia spinulosa var. collina","Banksia","Proteaceae",NA,NA,NA,1.62,4.3,NA,198,0.73,NA
"8458","Beyeria opaca","Beyeria","Euphorbiaceae",11.8,NA,NA,1.69,2.58,NA,28.6,0.754,0.35
"8459","Blechnum cartilagineum","Blechnum","Blechnaceae",NA,NA,NA,1.5,8.65,NA,24300,NA,0.2
"8460","Blechnum patersonii","Blechnum","Blechnaceae",NA,NA,NA,NA,15.4,NA,2450,NA,NA
"8461","Bossiaea ensata","Bossiaea","Fabaceae",1.75,NA,NA,2,1.6,NA,8.4,0.782,NA
"8462","Bossiaea walkeri","Bossiaea","Fabaceae",11.3,NA,NA,2.07,5.8,NA,263,0.962,0.61
"8463","Brachyloma sp. [Fonseca_2000]","Brachyloma","Ericaceae",NA,NA,NA,NA,4.8,NA,38.2,NA,NA
"8464","Brachyscome curvicarpa","Brachyscome","Asteraceae",NA,NA,NA,0.41,2.6,NA,26.2,NA,NA
"8465","Bulbine sp. [Fonseca_2000]","Bulbine","Asphodelaceae",NA,NA,NA,NA,1.7,NA,39.9,NA,NA
"8466","Callitris sp. [Fonseca_2000]","Callitris","Cupressaceae",NA,NA,NA,NA,1.1,NA,23.5,NA,NA
"8467","Calochlaena dubia","Calochlaena","Dicksoniaceae",NA,NA,NA,2,2.7,NA,164,NA,NA
"8468","Calotis inermis","Calotis","Asteraceae",16.6,NA,NA,0.16,7.6,NA,151,NA,NA
"8469","Canthium coprosmoides","Canthium","Rubiaceae",60,NA,NA,10,26.4,NA,1050,NA,NA
"8470","Cassinia cunninghamii","Cassinia","Asteraceae",25,NA,NA,1.5,1.02,NA,9,NA,NA
"8471","Cassinia quinquefaria","Cassinia","Asteraceae",NA,NA,NA,3,0.6,NA,11.4,0.55,NA
"8472","Cassinia uncata","Cassinia","Asteraceae",25.8,NA,NA,3,0.917,NA,10.5,NA,NA
"8473","Cassytha glabella","Cassytha","Lauraceae",0.5,NA,NA,NA,0.75,NA,122,NA,NA
"8474","Caustis flexuosa","Caustis","Cyperaceae",NA,NA,NA,0.8,0.4,NA,27.4,NA,NA
"8475","Caustis recurvata","Caustis","Cyperaceae",80,NA,NA,NA,1.62,NA,15.3,NA,NA
"8476","Cheilanthes tenuifolia","Cheilanthes","Pteridaceae",NA,NA,NA,0.45,10,NA,231,NA,NA
"8477","Chenopodiaceae sp. [Fonseca_2000]","Chenopodiaceae","Chenopodiaceae",NA,NA,NA,NA,1.1,NA,13,NA,NA
"8478","Chenopodium curvispicatum","Chenopodium","Chenopodiaceae",12.5,NA,NA,1,9.8,NA,64.7,NA,NA
"8479","Chenopodium desertorum","Chenopodium","Chenopodiaceae",12.5,NA,NA,0.21,4.62,NA,20.1,NA,NA
"8480","Chenopodium nitrariaceum","Chenopodium","Chenopodiaceae",26.7,NA,NA,2.5,2.92,NA,63.6,NA,NA
"8481","Chenopodium sp. [Fonseca_2000]","Chenopodium","Chenopodiaceae",NA,NA,NA,NA,6.3,NA,106,NA,NA
"8482","Chloris pectinata","Chloris","Poaceae",100,NA,2,0.75,2.37,NA,145,NA,NA
"8483","Chloris virgata","Chloris","Poaceae",200,NA,NA,1.2,3.92,NA,337,NA,NA
"8484","Citrullus colocynthis","Citrullus","Cucurbitaceae",60,NA,NA,0.2,32.4,NA,1070,NA,NA
"8485","Clematis sp. [Fonseca_2000]","Clematis","Ranunculaceae",NA,NA,NA,NA,24.3,NA,1010,NA,NA
"8486","Cryptandra leucophracta","Cryptandra","Rhamnaceae",5.5,NA,NA,0.4,3.8,NA,10.4,NA,NA
"8487","Cryptocarya sp. [Cryptocarya microneura/glaucescens; Fonseca_2000]","Cryptocarya","Lauraceae",NA,NA,NA,NA,49.9,NA,3990,NA,NA
"8488","Cryptostylis subulata","Cryptostylis","Orchidaceae",110,NA,NA,0.9,17.8,NA,2100,NA,NA
"8489","Cuphonotus humistratus","Cuphonotus","Brassicaceae",NA,NA,NA,0.25,1.3,NA,73.4,NA,NA
"8490","Cynoglossum australe","Cynoglossum","Boraginaceae",92.5,2,5,1,15.6,NA,1390,NA,NA
"8491","Cyperus sp. [Fonseca_2000]","Cyperus","Cyperaceae",NA,NA,NA,NA,1.9,NA,634,NA,NA
"8492","Rytidosperma setaceum","Rytidosperma","Poaceae",125,1.5,1.95,1,1.27,NA,539,NA,NA
"8493","Danthonia sp. [Fonseca_2000]","Danthonia","Poaceae",NA,NA,NA,NA,0.7,NA,34.9,NA,NA
"8494","Desmodium sp. [Fonseca_2000]","Desmodium","Fabaceae",NA,NA,NA,NA,3.9,NA,20.4,NA,NA
"8495","Desmodium varians","Desmodium","Fabaceae",29.9,NA,NA,0.5,16.9,NA,222,NA,NA
"8496","Dianella laevis","Dianella","Hemerocallidaceae",NA,NA,NA,1.5,6.1,NA,1450,NA,NA
"8497","Dianella","Dianella","Hemerocallidaceae",NA,NA,NA,NA,4.1,NA,522,NA,NA
"8498","Digitaria sp. [Fonseca_2000]","Digitaria","Poaceae",NA,NA,NA,NA,2.8,NA,150,NA,NA
"8499","Dillwynia floribunda","Dillwynia","Fabaceae",12.5,NA,NA,2.5,0.9,NA,8.7,NA,NA
"8500","Dissocarpus biflorus","Dissocarpus","Chenopodiaceae",9.75,NA,NA,0.6,1.15,NA,9.35,NA,NA
"8501","Dissocarpus paradoxa","Dissocarpus","Chenopodiaceae",NA,NA,NA,NA,1.4,NA,8.52,NA,NA
"8502","Echinopogon sp. [Fonseca_2000]","Echinopogon","Poaceae",NA,NA,NA,NA,1,NA,39.8,NA,NA
"8503","Enneapogon polyphyllus","Enneapogon","Poaceae",NA,NA,1.5,0.6,1.35,NA,161,NA,NA
"8504","Epacris sp. [Fonseca_2000]","Epacris","Ericaceae",NA,NA,NA,NA,2.2,NA,7.5,NA,NA
"8505","Eragrostis microcarpa","Eragrostis","Poaceae",75,NA,NA,0.6,1.15,NA,59.8,NA,NA
"8506","Eragrostis sp. [Fonseca_2000]","Eragrostis","Poaceae",NA,NA,NA,NA,0.767,NA,25.8,NA,NA
"8507","Eriostemon linearis","Eriostemon","Rutaceae",14,NA,NA,1.2,0.8,NA,7.3,NA,NA
"8508","Erodium cicutarium","Erodium","Geraniaceae",75,NA,NA,0.4,12.1,NA,54.2,NA,NA
"8509","Eucalyptus sp. [Fonseca_2000]","Eucalyptus","Myrtaceae",NA,NA,NA,NA,23.6,NA,1560,NA,NA
"8510","Euphorbia stevenii","Euphorbia","Euphorbiaceae",20,NA,NA,0.6,3.67,NA,33.6,NA,NA
"8511","Eutaxia microphylla","Eutaxia","Fabaceae",3.5,1.1,2.36,1,1,NA,1.43,0.94,NA
"8512","Fabaceae sp. [Fonseca_2000]","Fabaceae","Fabaceae",NA,NA,NA,NA,2.15,NA,9.1,NA,NA
"8513","Galium propinquum","Galium","Rubiaceae",5.75,NA,NA,0.3,2.05,NA,7.05,NA,NA
"8514","Glycine microphylla","Glycine","Fabaceae",27,0.785,2.36,0.3,5.2,NA,110,NA,NA
"8515","Gompholobium foliolosum","Gompholobium","Fabaceae",3,NA,NA,1,1.42,NA,29.5,NA,NA
"8516","Goodenia","Goodenia","Goodeniaceae",NA,NA,NA,NA,8.57,NA,141,NA,NA
"8517","Halgania cyanea","Halgania","Boraginaceae",17.2,NA,NA,1,3.42,NA,17.4,0.71,NA
"8518","Harmsiodoxa blennodioides","Harmsiodoxa","Brassicaceae",NA,NA,NA,0.3,2.2,NA,407,NA,NA
"8519","Harmsiodoxa puberula","Harmsiodoxa","Brassicaceae",NA,NA,NA,0.5,8.3,NA,522,NA,NA
"8520","Heliotropium sp. [Fonseca_2000]","Heliotropium","Boraginaceae",NA,NA,NA,NA,2.5,NA,42.3,NA,NA
"8521","Hibbertia dentata","Hibbertia","Dilleniaceae",55.3,3.5,3.5,1.5,21.8,NA,774,NA,0.45
"8522","Hibbertia empetrifolia","Hibbertia","Dilleniaceae",10,1.26,2.67,1,3.7,NA,62.2,NA,NA
"8523","Hibbertia fasciculata","Hibbertia","Dilleniaceae",11.9,NA,NA,1,0.637,NA,7.47,NA,NA
"8524","Hibbertia linearis","Hibbertia","Dilleniaceae",19,NA,NA,2,3.6,NA,34.7,0.57,NA
"8525","Hibbertia riparia","Hibbertia","Dilleniaceae",13.1,NA,NA,1.2,1.84,NA,22.1,0.82,NA
"8526","Hibbertia sp. [Fonseca_2000]","Hibbertia","Dilleniaceae",NA,NA,NA,NA,2.2,NA,6.4,NA,NA
"8527","Imperata cylindrica","Imperata","Poaceae",515,0.8,6,1.5,7.48,NA,3940,NA,NA
"8528","Jasminum didymum subsp. lineare","Jasminum","Oleaceae",70,3.5,5,4,5.93,NA,6400,NA,NA
"8529","Lantana camara","Lantana","Verbenaceae",70,NA,NA,15,41.7,NA,1960,0.31,0.121
"8530","Lastreopsis calantha","Lastreopsis","Dryopteridaceae",29,NA,NA,NA,6.41,NA,147,NA,0.16
"8531","Lepidium","Lepidium","Brassicaceae",NA,NA,NA,NA,3,NA,91.3,NA,NA
"8532","Leptospermum obovatum","Leptospermum","Myrtaceae",14.8,NA,NA,4,4.7,NA,13.4,NA,NA
"8533","Leptospermum parvifolium","Leptospermum","Myrtaceae",5.5,NA,NA,2.6,1.5,NA,12.2,0.733,NA
"8534","Leucopogon esquamatus","Leucopogon","Ericaceae",16.5,NA,NA,1,2.92,NA,30.4,NA,NA
"8535","Leucopogon juniperinus","Leucopogon","Ericaceae",10.4,NA,NA,1,1.88,NA,6.1,NA,NA
"8536","Leucopogon sp. [Fonseca_2000]","Leucopogon","Ericaceae",NA,NA,NA,NA,2.8,NA,20.8,NA,NA
"8537","Liliaceae sp. [Fonseca_2000]","Liliaceae","Liliaceae",NA,NA,NA,NA,0.7,NA,25.4,NA,NA
"8538","Lobelia trigonocaulis","Lobelia","Campanulaceae",25,NA,NA,NA,18.2,NA,323,NA,NA
"8539","Lomandra sp. [Fonseca_2000]","Lomandra","Asparagaceae",NA,NA,NA,NA,1.17,NA,107,NA,NA
"8540","Loranthaceae sp. [Fonseca_2000]","Loranthaceae","Loranthaceae",NA,NA,NA,NA,15.4,NA,1130,NA,NA
"8541","Maireana appressa","Maireana","Chenopodiaceae",5.75,NA,NA,0.7,1.02,NA,2.7,NA,NA
"8542","Maireana astrotricha","Maireana","Chenopodiaceae",7.5,NA,NA,1.5,2.4,NA,16.8,NA,NA
"8543","Maireana brevifolia","Maireana","Chenopodiaceae",4.25,NA,NA,1.5,1.2,NA,1.5,NA,NA
"8544","Maireana coronata","Maireana","Chenopodiaceae",13.5,NA,NA,0.15,1.2,NA,15.2,NA,NA
"8545","Maireana decalvans","Maireana","Chenopodiaceae",8.75,NA,NA,0.5,0.9,NA,5.9,NA,NA
"8546","Maireana microphylla","Maireana","Chenopodiaceae",4,NA,NA,1,0.675,NA,1.4,NA,NA
"8547","Eriochiton sclerolaenoides","Eriochiton","Chenopodiaceae",7.5,NA,NA,0.3,1.2,NA,8.9,NA,NA
"8548","Maireana sedifolia","Maireana","Chenopodiaceae",7.5,NA,NA,1.5,1.85,NA,5.3,NA,NA
"8549","Maireana sp. [Fonseca_2000]","Maireana","Chenopodiaceae",NA,NA,NA,NA,1.35,NA,8.8,NA,NA
"8550","Maireana triptera","Maireana","Chenopodiaceae",20,NA,NA,0.7,1.4,NA,13.8,NA,NA
"8551","Malacocera tricornis","Malacocera","Chenopodiaceae",13.5,NA,NA,0.8,1.3,NA,9.8,NA,NA
"8552","Marrubium vulgare","Marrubium","Lamiaceae",20.2,NA,NA,0.6,16.3,NA,129,NA,NA
"8553","Marsilea","Marsilea","Marsileaceae",NA,NA,NA,NA,1.9,NA,5.9,NA,NA
"8554","Medicago sp. [Fonseca_2000]","Medicago","Fabaceae",NA,NA,NA,NA,3.6,NA,17.1,NA,NA
"8555","Melicytus dentatus","Melicytus","Violaceae",31,3,3.5,4,6,NA,109,0.523,NA
"8556","Melinis repens","Melinis","Poaceae",175,NA,NA,1.5,4.23,NA,453,NA,NA
"8557","Micrantheum ericoides","Micrantheum","Picrodendraceae",7,NA,NA,0.7,1.32,NA,6.27,0.76,NA
"8558","Minuria denticulata","Minuria","Asteraceae",30,NA,NA,0.35,2.57,NA,9.2,NA,NA
"8559","Mirbelia speciosa","Mirbelia","Fabaceae",20,NA,NA,1,1.38,NA,23.1,NA,NA
"8560","Mitrasacme polymorpha","Mitrasacme","Loganiaceae",9.5,NA,NA,0.3,2.35,NA,6.15,NA,NA
"8561","Duma florulenta","Duma","Polygonaceae",51.2,NA,NA,3,7.4,NA,91,NA,NA
"8562","Nitraria billardierei","Nitraria","Nitrariaceae",32.5,NA,NA,2,3.65,NA,91.6,NA,NA
"8563","Notelaea microcarpa","Notelaea","Oleaceae",85,4.5,5.5,10,14.4,NA,1180,NA,NA
"8564","Olearia elliptica","Olearia","Asteraceae",67.5,1,2.5,2,18.6,NA,576,NA,NA
"8565","Osteocarpum acropterum","Osteocarpum","Chenopodiaceae",4,NA,NA,0.2,1,NA,2.9,NA,NA
"8566","Panicum sp. [Fonseca_2000]","Panicum","Poaceae",NA,NA,NA,NA,2.85,NA,92,NA,NA
"8567","Parsonsia purpurascens","Parsonsia","Apocynaceae",80,1.5,3.5,5,30.9,NA,3020,NA,NA
"8568","Parsonsia straminea","Parsonsia","Apocynaceae",115,2,9,10,36.8,NA,4500,0.39,0.2
"8569","Paspalidium constrictum","Paspalidium","Poaceae",105,NA,NA,0.8,1.75,NA,164,NA,NA
"8570","Phebalium glandulosum","Phebalium","Rutaceae",23.2,NA,NA,2.5,2.46,NA,5.2,NA,NA
"8571","Phebalium squamulosum","Phebalium","Rutaceae",37,2,2,7,5.75,NA,38.8,0.748,NA
"8572","Phlegmatospermum cochlearinum","Phlegmatospermum","Brassicaceae",NA,NA,NA,0.35,4,NA,214,NA,NA
"8573","Phyllota sp. [Fonseca_2000]","Phyllota","Fabaceae",NA,NA,NA,NA,1.1,NA,10.4,NA,NA
"8574","Pimelea sp. [Fonseca_2000]","Pimelea","Thymelaeaceae",NA,NA,NA,NA,2.3,NA,29.6,NA,NA
"8575","Platysace linearifolia","Platysace","Apiaceae",17.5,NA,NA,1.5,0.675,NA,12.8,NA,0.6
"8576","Poa sp. [Fonseca_2000]","Poa","Poaceae",NA,NA,NA,NA,1.9,NA,103,NA,NA
"8577","Poaceae sp. [Fonseca_2000]","Poaceae","Poaceae",NA,NA,NA,NA,1.08,NA,54.3,NA,NA
"8578","Poranthera ericifolia","Poranthera","Phyllanthaceae",10,NA,NA,0.3,1.3,NA,6.1,NA,NA
"8579","Lobelia beaugleholei","Lobelia","Campanulaceae",15,NA,NA,12,6.3,NA,75,NA,NA
"8580","Prostanthera striatiflora","Prostanthera","Lamiaceae",20,NA,NA,3,4.88,NA,70.6,0.775,NA
"8581","Pteridium esculentum","Pteridium","Dennstaedtiaceae",1750,NA,NA,3,301,NA,71900,NA,0.31
"8582","Ptilothrix deusta","Ptilothrix","Cyperaceae",200,NA,NA,0.55,0.85,NA,163,NA,NA
"8583","Pultenaea linophylla","Pultenaea","Fabaceae",14,NA,NA,1,3.35,NA,25.4,NA,NA
"8584","Pultenaea sp. [Fonseca_2000]","Pultenaea","Fabaceae",NA,NA,NA,NA,3,NA,34.8,NA,NA
"8585","Chordifex dimorphus","Chordifex","Restionaceae",NA,NA,NA,1,0.9,NA,8.5,NA,NA
"8586","Rhagodia ulicina","Rhagodia","Chenopodiaceae",4.25,NA,NA,1,3.82,NA,26.2,NA,NA
"8587","Rhodanthe floribunda","Rhodanthe","Asteraceae",20,NA,NA,0.4,1.7,NA,25.9,NA,NA
"8588","Rhodanthe microglossa","Rhodanthe","Asteraceae",25,NA,NA,0.25,4.28,NA,230,NA,NA
