X,taxon_name,genus,family,leaf_mass_per_area,leaf_length,leaf_width,plant_height,leaf_area,wood_density,leaf_thickness,leaf_N_per_dry_mass,seed_dry_mass,leaf_P_per_dry_mass,leaf_C_per_dry_mass,plant_diameter_breast_height,leaf_lifespan
8463,Brachyloma sp. [Fonseca_2000],Brachyloma,Ericaceae,NA,NA,4.8,NA,38.2,NA,NA,NA,NA,NA,NA,NA,NA
8464,Brachyscome curvicarpa,Brachyscome,Asteraceae,79.4,NA,2.6,0.41,26.2,NA,NA,NA,0.299,NA,NA,NA,NA
8465,Bulbine sp. [Fonseca_2000],Bulbine,Asphodelaceae,NA,NA,1.7,NA,39.9,NA,NA,NA,NA,NA,NA,NA,NA
8466,Callitris sp. [Fonseca_2000],Callitris,Cupressaceae,NA,NA,1.1,NA,23.5,NA,NA,NA,NA,NA,NA,NA,NA
8467,Calochlaena dubia,Calochlaena,Dicksoniaceae,36,NA,2.7,2,164,NA,NA,NA,0.001,NA,NA,NA,NA
8468,Calotis inermis,Calotis,Asteraceae,143,16.6,7.6,0.16,151,NA,NA,NA,0.641,NA,NA,NA,NA
8469,Canthium coprosmoides,Canthium,Rubiaceae,NA,60,26.4,10,1050,NA,NA,NA,NA,NA,NA,NA,NA
8470,Cassinia cunninghamii,Cassinia,Asteraceae,299,25,1.02,1.5,9,NA,NA,NA,0.148,NA,NA,NA,NA
8471,Cassinia quinquefaria,Cassinia,Asteraceae,192,NA,0.6,3,11.4,0.55,NA,NA,0.0776,NA,NA,NA,NA
8472,Cassinia uncata,Cassinia,Asteraceae,256,25.8,0.917,3,10.5,NA,NA,NA,0.07,NA,NA,NA,NA
8473,Cassytha glabella,Cassytha,Lauraceae,138,0.5,0.75,NA,122,NA,NA,NA,16,NA,NA,NA,NA
8474,Caustis flexuosa,Caustis,Cyperaceae,97.3,NA,0.4,0.8,27.4,NA,NA,NA,10,NA,NA,NA,NA
8475,Caustis recurvata,Caustis,Cyperaceae,115,80,1.62,NA,15.3,NA,NA,9,NA,NA,NA,NA,NA
8476,Cheilanthes tenuifolia,Cheilanthes,Pteridaceae,123,NA,10,0.45,231,NA,NA,NA,NA,NA,NA,NA,NA
8477,Chenopodiaceae sp. [Fonseca_2000],Chenopodiaceae,Chenopodiaceae,NA,NA,1.1,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
8478,Chenopodium curvispicatum,Chenopodium,Chenopodiaceae,147,12.5,9.8,1,64.7,NA,NA,NA,NA,NA,NA,NA,NA
8479,Chenopodium desertorum,Chenopodium,Chenopodiaceae,140,12.5,4.62,0.21,20.1,NA,NA,NA,NA,NA,NA,NA,NA
8480,Chenopodium nitrariaceum,Chenopodium,Chenopodiaceae,208,26.7,2.92,2.5,63.6,NA,NA,NA,0.4,NA,NA,NA,NA
8481,Chenopodium sp. [Fonseca_2000],Chenopodium,Chenopodiaceae,NA,NA,6.3,NA,106,NA,NA,NA,NA,NA,NA,NA,NA
8482,Chloris pectinata,Chloris,Poaceae,80,100,2.37,0.75,145,NA,NA,NA,0.18,NA,NA,NA,NA
8483,Chloris virgata,Chloris,Poaceae,110,200,3.92,1.2,337,NA,NA,NA,0.2,NA,NA,NA,NA
8484,Citrullus colocynthis,Citrullus,Cucurbitaceae,256,60,32.4,0.2,1070,NA,NA,NA,25.4,NA,NA,NA,NA
8485,Clematis sp. [Fonseca_2000],Clematis,Ranunculaceae,NA,NA,24.3,NA,1010,NA,NA,NA,NA,NA,NA,NA,NA
8486,Cryptandra leucophracta,Cryptandra,Rhamnaceae,NA,5.5,3.8,0.4,10.4,NA,NA,NA,NA,NA,NA,NA,NA
8487,Cryptocarya sp. [Cryptocarya microneura/glaucescens; Fonseca_2000],Cryptocarya,Lauraceae,NA,NA,49.9,NA,3990,NA,NA,NA,NA,NA,NA,NA,NA
8488,Cryptostylis subulata,Cryptostylis,Orchidaceae,71.4,110,17.8,0.9,2100,NA,NA,NA,0.001,NA,NA,NA,NA
8489,Cuphonotus humistratus,Cuphonotus,Brassicaceae,99,NA,1.3,0.25,73.4,NA,NA,NA,NA,NA,NA,NA,NA
8490,Cynoglossum australe,Cynoglossum,Boraginaceae,73.2,92.5,15.6,1,1390,NA,NA,NA,2.43,NA,NA,NA,NA
8491,Cyperus sp. [Fonseca_2000],Cyperus,Cyperaceae,NA,NA,1.9,NA,634,NA,NA,NA,NA,NA,NA,NA,NA
8492,Rytidosperma setaceum,Rytidosperma,Poaceae,369,125,1.27,1,539,NA,NA,NA,1.04,NA,NA,NA,NA
8493,Danthonia sp. [Fonseca_2000],Danthonia,Poaceae,NA,NA,0.7,NA,34.9,NA,NA,NA,NA,NA,NA,NA,NA
8494,Desmodium sp. [Fonseca_2000],Desmodium,Fabaceae,NA,NA,3.9,NA,20.4,NA,NA,NA,NA,NA,NA,NA,NA
8495,Desmodium varians,Desmodium,Fabaceae,57.2,29.9,16.9,0.5,222,NA,NA,NA,NA,NA,NA,NA,NA
8496,Dianella laevis,Dianella,Hemerocallidaceae,NA,NA,6.1,1.5,1450,NA,NA,NA,NA,NA,NA,NA,NA
8497,Dianella,Dianella,Hemerocallidaceae,NA,NA,4.1,NA,522,NA,NA,NA,NA,NA,NA,NA,NA
8498,Digitaria sp. [Fonseca_2000],Digitaria,Poaceae,NA,NA,2.8,NA,150,NA,NA,NA,NA,NA,NA,NA,NA
8499,Dillwynia floribunda,Dillwynia,Fabaceae,345,12.5,0.9,2.5,8.7,NA,NA,NA,2.54,NA,NA,NA,NA
8500,Dissocarpus biflorus,Dissocarpus,Chenopodiaceae,196,9.75,1.15,0.6,9.35,NA,NA,NA,NA,NA,NA,NA,NA
8501,Dissocarpus paradoxa,Dissocarpus,Chenopodiaceae,NA,NA,1.4,NA,8.52,NA,NA,NA,NA,NA,NA,NA,NA
8502,Echinopogon sp. [Fonseca_2000],Echinopogon,Poaceae,NA,NA,1,NA,39.8,NA,NA,NA,NA,NA,NA,NA,NA
8503,Enneapogon polyphyllus,Enneapogon,Poaceae,145,NA,1.35,0.6,161,NA,NA,6.55,1.15,0.49,NA,NA,NA
8504,Epacris sp. [Fonseca_2000],Epacris,Ericaceae,NA,NA,2.2,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA
8505,Eragrostis microcarpa,Eragrostis,Poaceae,132,75,1.15,0.6,59.8,NA,NA,NA,0.0308,NA,NA,NA,NA
8506,Eragrostis sp. [Fonseca_2000],Eragrostis,Poaceae,NA,NA,0.767,NA,25.8,NA,NA,NA,NA,NA,NA,NA,NA
8507,Eriostemon linearis,Eriostemon,Rutaceae,NA,14,0.8,1.2,7.3,NA,NA,NA,NA,NA,NA,NA,NA
8508,Erodium cicutarium,Erodium,Geraniaceae,27.5,75,12.1,0.4,54.2,NA,NA,NA,0.845,NA,NA,NA,NA
8509,Eucalyptus sp. [Fonseca_2000],Eucalyptus,Myrtaceae,NA,NA,23.6,NA,1560,NA,NA,NA,NA,NA,NA,NA,NA
8510,Euphorbia stevenii,Euphorbia,Euphorbiaceae,49.5,20,3.67,0.6,33.6,NA,NA,NA,4.7,NA,NA,NA,NA
8511,Eutaxia microphylla,Eutaxia,Fabaceae,183,3.5,1,1,1.43,0.94,NA,18.9,3.11,0.78,486,NA,11.6
8512,Fabaceae sp. [Fonseca_2000],Fabaceae,Fabaceae,NA,NA,2.15,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA
8513,Galium propinquum,Galium,Rubiaceae,19.7,5.75,2.05,0.3,7.05,NA,NA,NA,0.395,NA,NA,NA,NA
8514,Glycine microphylla,Glycine,Fabaceae,48.4,27,5.2,0.3,110,NA,NA,36.1,NA,NA,NA,NA,NA
8515,Gompholobium foliolosum,Gompholobium,Fabaceae,256,3,1.42,1,29.5,NA,NA,NA,NA,NA,NA,NA,NA
8516,Goodenia,Goodenia,Goodeniaceae,NA,NA,8.57,NA,141,NA,NA,NA,NA,NA,NA,NA,NA
8517,Halgania cyanea,Halgania,Boraginaceae,198,17.2,3.42,1,17.4,0.71,NA,18.7,5.79,NA,NA,35,NA
8518,Harmsiodoxa blennodioides,Harmsiodoxa,Brassicaceae,71.4,NA,2.2,0.3,407,NA,NA,NA,0.555,NA,NA,NA,NA
8519,Harmsiodoxa puberula,Harmsiodoxa,Brassicaceae,64.5,NA,8.3,0.5,522,NA,NA,NA,0.465,NA,NA,NA,NA
8520,Heliotropium sp. [Fonseca_2000],Heliotropium,Boraginaceae,NA,NA,2.5,NA,42.3,NA,NA,NA,NA,NA,NA,NA,NA
8521,Hibbertia dentata,Hibbertia,Dilleniaceae,82.3,55.3,21.8,1.5,774,NA,0.45,14,6.89,NA,370,NA,NA
8522,Hibbertia empetrifolia,Hibbertia,Dilleniaceae,115,10,3.7,1,62.2,NA,NA,14.5,3.77,0.318,NA,NA,NA
8523,Hibbertia fasciculata,Hibbertia,Dilleniaceae,94.3,11.9,0.637,1,7.47,NA,NA,NA,1.43,NA,NA,NA,NA
8524,Hibbertia linearis,Hibbertia,Dilleniaceae,171,19,3.6,2,34.7,0.57,NA,NA,4.8,NA,NA,NA,NA
8525,Hibbertia riparia,Hibbertia,Dilleniaceae,151,13.1,1.84,1.2,22.1,0.82,NA,12.8,1.88,NA,429,NA,NA
8526,Hibbertia sp. [Fonseca_2000],Hibbertia,Dilleniaceae,NA,NA,2.2,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA
8527,Imperata cylindrica,Imperata,Poaceae,287,515,7.48,1.5,3940,NA,NA,11,0.159,0.6,NA,NA,NA
8528,Jasminum didymum subsp. lineare,Jasminum,Oleaceae,NA,70,5.93,4,6400,NA,NA,NA,NA,NA,NA,NA,NA
8529,Lantana camara,Lantana,Verbenaceae,40.8,70,41.7,15,1960,0.31,0.121,NA,23,NA,NA,4000,NA
8530,Lastreopsis calantha,Lastreopsis,Dryopteridaceae,49,29,6.41,NA,147,NA,0.16,21.7,NA,1.7,NA,NA,NA
8531,Lepidium,Lepidium,Brassicaceae,NA,NA,3,NA,91.3,NA,NA,NA,NA,NA,NA,NA,NA
8532,Leptospermum obovatum,Leptospermum,Myrtaceae,110,14.8,4.7,4,13.4,NA,NA,NA,0.0695,NA,NA,NA,NA
8533,Leptospermum parvifolium,Leptospermum,Myrtaceae,152,5.5,1.5,2.6,12.2,0.733,NA,NA,0.0688,NA,NA,NA,NA
8534,Leucopogon esquamatus,Leucopogon,Ericaceae,115,16.5,2.92,1,30.4,NA,NA,NA,5.69,NA,NA,NA,NA
8535,Leucopogon juniperinus,Leucopogon,Ericaceae,101,10.4,1.88,1,6.1,NA,NA,NA,7.21,NA,NA,NA,NA
8536,Leucopogon sp. [Fonseca_2000],Leucopogon,Ericaceae,NA,NA,2.8,NA,20.8,NA,NA,NA,NA,NA,NA,NA,NA
8537,Liliaceae sp. [Fonseca_2000],Liliaceae,Liliaceae,NA,NA,0.7,NA,25.4,NA,NA,NA,NA,NA,NA,NA,NA
8538,Lobelia trigonocaulis,Lobelia,Campanulaceae,21.4,25,18.2,NA,323,NA,NA,NA,0.174,NA,NA,NA,NA
8539,Lomandra sp. [Fonseca_2000],Lomandra,Asparagaceae,NA,NA,1.17,NA,107,NA,NA,NA,NA,NA,NA,NA,NA
8540,Loranthaceae sp. [Fonseca_2000],Loranthaceae,Loranthaceae,NA,NA,15.4,NA,1130,NA,NA,NA,NA,NA,NA,NA,NA
8541,Maireana appressa,Maireana,Chenopodiaceae,261,5.75,1.02,0.7,2.7,NA,NA,NA,2.31,NA,NA,NA,NA
8542,Maireana astrotricha,Maireana,Chenopodiaceae,256,7.5,2.4,1.5,16.8,NA,NA,NA,6.72,NA,NA,NA,NA
8543,Maireana brevifolia,Maireana,Chenopodiaceae,139,4.25,1.2,1.5,1.5,NA,NA,NA,1.24,NA,NA,NA,NA
8544,Maireana coronata,Maireana,Chenopodiaceae,256,13.5,1.2,0.15,15.2,NA,NA,NA,3.87,NA,NA,NA,NA
8545,Maireana decalvans,Maireana,Chenopodiaceae,227,8.75,0.9,0.5,5.9,NA,NA,NA,1.98,NA,NA,NA,NA
8546,Maireana microphylla,Maireana,Chenopodiaceae,118,4,0.675,1,1.4,NA,NA,NA,0.768,NA,NA,NA,NA
8547,Eriochiton sclerolaenoides,Eriochiton,Chenopodiaceae,84,7.5,1.2,0.3,8.9,NA,NA,NA,8.35,NA,NA,NA,NA
8548,Maireana sedifolia,Maireana,Chenopodiaceae,225,7.5,1.85,1.5,5.3,NA,NA,39.1,2.91,0.556,NA,NA,NA
8549,Maireana sp. [Fonseca_2000],Maireana,Chenopodiaceae,NA,NA,1.35,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA
8550,Maireana triptera,Maireana,Chenopodiaceae,235,20,1.4,0.7,13.8,NA,NA,25.6,12.5,NA,353,NA,NA
8551,Malacocera tricornis,Malacocera,Chenopodiaceae,357,13.5,1.3,0.8,9.8,NA,NA,NA,6.04,NA,NA,NA,NA
8552,Marrubium vulgare,Marrubium,Lamiaceae,116,20.2,16.3,0.6,129,NA,NA,NA,NA,NA,NA,NA,NA
8553,Marsilea,Marsilea,Marsileaceae,NA,NA,1.9,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA
8554,Medicago sp. [Fonseca_2000],Medicago,Fabaceae,NA,NA,3.6,NA,17.1,NA,NA,NA,NA,NA,NA,NA,NA
8555,Melicytus dentatus,Melicytus,Violaceae,39.8,31,6,4,109,0.523,NA,NA,7.7,NA,NA,NA,NA
8556,Melinis repens,Melinis,Poaceae,90.1,175,4.23,1.5,453,NA,NA,NA,0.342,NA,NA,NA,NA
8557,Micrantheum ericoides,Micrantheum,Picrodendraceae,126,7,1.32,0.7,6.27,0.76,NA,NA,3,NA,NA,NA,NA
8558,Minuria denticulata,Minuria,Asteraceae,99,30,2.57,0.35,9.2,NA,NA,NA,0.0318,NA,NA,NA,NA
8559,Mirbelia speciosa,Mirbelia,Fabaceae,91.7,20,1.38,1,23.1,NA,NA,NA,NA,NA,NA,NA,NA
8560,Mitrasacme polymorpha,Mitrasacme,Loganiaceae,96,9.5,2.35,0.3,6.15,NA,NA,NA,0.0311,NA,NA,NA,NA
8561,Duma florulenta,Duma,Polygonaceae,109,51.2,7.4,3,91,NA,NA,NA,1.18,NA,NA,NA,NA
8562,Nitraria billardierei,Nitraria,Nitrariaceae,213,32.5,3.65,2,91.6,NA,NA,NA,42.7,NA,NA,NA,NA
8563,Notelaea microcarpa,Notelaea,Oleaceae,159,85,14.4,10,1180,NA,NA,NA,NA,NA,NA,NA,NA
8564,Olearia elliptica,Olearia,Asteraceae,113,67.5,18.6,2,576,NA,NA,NA,0.93,NA,NA,NA,NA
8565,Osteocarpum acropterum,Osteocarpum,Chenopodiaceae,204,4,1,0.2,2.9,NA,NA,NA,NA,NA,NA,NA,NA
8566,Panicum sp. [Fonseca_2000],Panicum,Poaceae,NA,NA,2.85,NA,92,NA,NA,NA,NA,NA,NA,NA,NA
8567,Parsonsia purpurascens,Parsonsia,Apocynaceae,111,80,30.9,5,3020,NA,NA,NA,NA,NA,NA,NA,NA
8568,Parsonsia straminea,Parsonsia,Apocynaceae,37.1,115,36.8,10,4500,0.39,0.2,22.7,9.22,1.77,NA,NA,NA
8569,Paspalidium constrictum,Paspalidium,Poaceae,101,105,1.75,0.8,164,NA,NA,NA,1.12,NA,NA,NA,NA
8570,Phebalium glandulosum,Phebalium,Rutaceae,182,23.2,2.46,2.5,5.2,NA,NA,NA,NA,NA,NA,NA,NA
8571,Phebalium squamulosum,Phebalium,Rutaceae,209,37,5.75,7,38.8,0.748,NA,17.6,1.23,NA,NA,19,NA
8572,Phlegmatospermum cochlearinum,Phlegmatospermum,Brassicaceae,57.1,NA,4,0.35,214,NA,NA,NA,1.33,NA,NA,NA,NA
8573,Phyllota sp. [Fonseca_2000],Phyllota,Fabaceae,NA,NA,1.1,NA,10.4,NA,NA,NA,NA,NA,NA,NA,NA
8574,Pimelea sp. [Fonseca_2000],Pimelea,Thymelaeaceae,NA,NA,2.3,NA,29.6,NA,NA,NA,NA,NA,NA,NA,NA
8575,Platysace linearifolia,Platysace,Apiaceae,148,17.5,0.675,1.5,12.8,NA,0.6,11.8,0.587,NA,515,NA,NA
8576,Poa sp. [Fonseca_2000],Poa,Poaceae,NA,NA,1.9,NA,103,NA,NA,NA,NA,NA,NA,NA,NA
8577,Poaceae sp. [Fonseca_2000],Poaceae,Poaceae,NA,NA,1.08,NA,54.3,NA,NA,NA,NA,NA,NA,NA,NA
8578,Poranthera ericifolia,Poranthera,Phyllanthaceae,89.8,10,1.3,0.3,6.1,NA,NA,NA,0.4,NA,NA,NA,NA
8579,Lobelia beaugleholei,Lobelia,Campanulaceae,28.9,15,6.3,12,75,NA,NA,36.8,0.144,NA,NA,NA,NA
8580,Prostanthera striatiflora,Prostanthera,Lamiaceae,227,20,4.88,3,70.6,0.775,NA,NA,1.47,NA,NA,NA,NA
8581,Pteridium esculentum,Pteridium,Dennstaedtiaceae,140,1750,301,3,71900,NA,0.31,14.4,0.003,0.965,391,NA,NA
8582,Ptilothrix deusta,Ptilothrix,Cyperaceae,385,200,0.85,0.55,163,NA,NA,NA,1.64,NA,NA,NA,NA
8583,Pultenaea linophylla,Pultenaea,Fabaceae,93.9,14,3.35,1,25.4,NA,NA,NA,6.35,NA,NA,NA,NA
8584,Pultenaea sp. [Fonseca_2000],Pultenaea,Fabaceae,NA,NA,3,NA,34.8,NA,NA,NA,NA,NA,NA,NA,NA
8585,Chordifex dimorphus,Chordifex,Restionaceae,66.7,NA,0.9,1,8.5,NA,NA,NA,0.608,NA,NA,NA,NA
8586,Rhagodia ulicina,Rhagodia,Chenopodiaceae,112,4.25,3.82,1,26.2,NA,NA,NA,NA,NA,NA,NA,NA
8587,Rhodanthe floribunda,Rhodanthe,Asteraceae,64.9,20,1.7,0.4,25.9,NA,NA,NA,0.346,NA,NA,NA,NA
8588,Rhodanthe microglossa,Rhodanthe,Asteraceae,79.4,25,4.28,0.25,230,NA,NA,NA,0.547,NA,NA,NA,NA
8589,Rhodanthe polygalifolia,Rhodanthe,Asteraceae,44.2,30,4.17,0.3,68.8,NA,NA,NA,1.39,NA,NA,NA,NA
8590,Rhodanthe stricta,Rhodanthe,Asteraceae,71.4,30,4.4,0.5,63.5,NA,NA,NA,2.27,NA,NA,NA,NA
8591,Rubus hillii,Rubus,Rosaceae,NA,150,67.1,1,3180,NA,NA,NA,NA,NA,NA,NA,NA
8592,Rubus moorei,Rubus,Rosaceae,39.2,65,24.9,NA,1720,NA,NA,NA,NA,NA,NA,NA,NA
8593,Rubus parvifolius,Rubus,Rosaceae,45.2,30,21.1,1,707,0.448,NA,NA,0.923,NA,NA,NA,NA
8594,Rubus rosifolius,Rubus,Rosaceae,46.4,63.3,20.3,1,1160,NA,NA,NA,0.386,NA,NA,NA,NA
8595,Rutidosis helichrysoides,Rutidosis,Asteraceae,70,50,5.05,0.5,74.7,NA,NA,39.3,0.194,NA,447,NA,NA
8596,Salsola australis,Salsola,Chenopodiaceae,229,22.5,1.85,1,69.8,NA,NA,15.2,0.88,NA,453,NA,NA
8597,Schoenus imberbis,Schoenus,Cyperaceae,287,NA,0.6,0.3,27.1,NA,NA,NA,1.03,NA,NA,NA,NA
8598,Sclerochlamys brachyptera,Sclerochlamys,Chenopodiaceae,NA,12,1.05,0.15,8.45,NA,NA,NA,NA,NA,NA,NA,NA
8599,Sclerolaena bicornis,Sclerolaena,Chenopodiaceae,257,NA,1.1,0.8,34.3,NA,NA,NA,33.3,NA,NA,NA,NA
8600,Sclerolaena birchii,Sclerolaena,Chenopodiaceae,154,12.5,4.35,1,14.6,NA,NA,NA,16.7,NA,NA,NA,NA
8601,Sclerolaena brachyptera,Sclerolaena,Chenopodiaceae,182,NA,1.2,0.2,8,NA,NA,NA,2.85,NA,NA,NA,NA
8602,Sclerolaena convexula,Sclerolaena,Chenopodiaceae,151,8.5,1.6,0.4,8.77,NA,NA,30.8,1.59,NA,362,NA,NA
8603,Sclerolaena decurrens,Sclerolaena,Chenopodiaceae,121,8.75,1.25,0.3,15.8,NA,NA,NA,3.88,NA,NA,NA,NA
8604,Sclerolaena diacantha,Sclerolaena,Chenopodiaceae,215,16.2,1.55,0.3,14.8,NA,NA,17.1,3.9,NA,372,NA,NA
8605,Sclerolaena divaricata,Sclerolaena,Chenopodiaceae,180,10,1.32,0.75,8.86,NA,NA,NA,6.34,NA,NA,NA,NA
8606,Sclerolaena eriacantha,Sclerolaena,Chenopodiaceae,134,NA,1.45,0.4,16.2,NA,NA,NA,13.6,NA,NA,NA,NA
8607,Sclerolaena intricata,Sclerolaena,Chenopodiaceae,106,13.8,1.65,0.7,18.4,NA,NA,NA,4.65,NA,NA,NA,NA
8608,Sclerolaena muricata,Sclerolaena,Chenopodiaceae,127,12.5,2.52,1.5,14.5,NA,NA,NA,1.15,NA,NA,NA,NA
8609,Sclerolaena obliquicuspis,Sclerolaena,Chenopodiaceae,193,10.5,2.1,0.5,7.11,NA,NA,NA,2.12,NA,NA,NA,NA
8610,Sclerolaena patenticuspis,Sclerolaena,Chenopodiaceae,168,8.75,1.35,0.3,9.22,NA,NA,NA,NA,NA,NA,NA,NA
8611,Sclerolaena deserticola,Sclerolaena,Chenopodiaceae,130,10,1.3,0.3,4.2,NA,NA,NA,5.74,NA,NA,NA,NA
8612,Sclerolaena sp. [Fonseca_2000],Sclerolaena,Chenopodiaceae,NA,NA,1.23,NA,7.87,NA,NA,NA,NA,NA,NA,NA,NA
8613,Senna artemisioides subsp. x artemisioides,Senna,Fabaceae,NA,NA,0.86,3,17.3,NA,NA,NA,NA,NA,NA,NA,NA
8614,Sida intricata,Sida,Malvaceae,104,5.5,4.79,0.75,31.5,NA,NA,NA,1.51,NA,NA,NA,NA
8615,Sida sp. limestone (D.E.Albrecht 5748),Sida,Malvaceae,134,NA,9.3,0.3,97.1,NA,NA,NA,NA,NA,NA,NA,NA
8616,Sida sp. [Fonseca_2000],Sida,Malvaceae,NA,NA,6.4,NA,50.5,NA,NA,NA,NA,NA,NA,NA,NA
8617,Solanum ferocissimum,Solanum,Solanaceae,84.9,55,5,1.3,118,NA,0.18,32.7,2.33,1.3,452,NA,6.48
8618,Solanum lacunarium,Solanum,Solanaceae,122,50,10.4,0.3,77.3,NA,NA,NA,NA,NA,NA,NA,NA
8619,Solanum quadriloculatum,Solanum,Solanaceae,160,75,32.5,0.9,1860,NA,NA,22.8,1.45,NA,405,NA,NA
8620,Solanum sp. [Fonseca_2000],Solanum,Solanaceae,NA,NA,29.2,NA,1220,NA,NA,NA,NA,NA,NA,NA,NA
8621,Stipa sp. [Fonseca_2000],Stipa,Poaceae,NA,NA,0.78,NA,40.3,NA,NA,NA,NA,NA,NA,NA,NA
8622,Stylidium lineare,Stylidium,Stylidiaceae,119,35,0.475,0.2,14.6,NA,NA,NA,0.131,NA,NA,NA,NA
8623,Styphelia triflora,Styphelia,Ericaceae,106,23.5,5.2,2,108,NA,NA,NA,162,NA,NA,NA,NA
8624,Styphelia viridis,Styphelia,Ericaceae,123,20.5,5.98,1.8,150,0.604,NA,NA,NA,NA,NA,NA,NA
8625,Swainsona phacoides,Swainsona,Fabaceae,54.1,42.5,4.6,0.3,39.6,NA,NA,NA,2.45,NA,NA,NA,NA
8626,Templetonia aculeata,Templetonia,Fabaceae,492,17.5,2.95,0.5,11.2,NA,NA,15.4,NA,NA,476,NA,NA
8627,Thelymitra ixioides,Thelymitra,Orchidaceae,33.4,133,7.88,0.6,1080,NA,NA,NA,0.000954,NA,NA,NA,NA
8628,Neobassia proceriflora,Neobassia,Chenopodiaceae,85.5,15,1.6,0.4,36.7,NA,NA,NA,3.28,NA,NA,NA,NA
8629,Toona australis,Toona,Meliaceae,NA,NA,29.2,NA,1130,NA,NA,NA,NA,NA,NA,NA,NA
8630,Triodia scariosa,Triodia,Poaceae,322,131,1.12,1,95.8,NA,0.572,6.04,0.558,0.33,452,NA,NA
8631,Vincetoxicum barbatum,Vincetoxicum,Apocynaceae,43.9,45,23.4,2,556,NA,NA,NA,10.2,NA,NA,NA,NA
8632,Veronica plebeia,Veronica,Plantaginaceae,47.4,15.2,9.9,0.4,30.3,NA,NA,NA,0.0595,NA,NA,NA,NA
8633,Vittadinia sp. [Fonseca_2000],Vittadinia,Asteraceae,NA,NA,2.7,NA,13.9,NA,NA,NA,NA,NA,NA,NA,NA
8634,Woollsia pungens,Woollsia,Ericaceae,94.6,7.75,4.12,2,24.6,0.57,NA,8.1,0.178,0.183,NA,NA,NA
8635,Xanthorrhoea sp. [Fonseca_2000],Xanthorrhoea,Xanthorrhoeaceae,NA,NA,2.8,NA,2150,NA,NA,NA,NA,NA,NA,NA,NA
8636,Xanthosia tridentata,Xanthosia,Apiaceae,83.9,12.5,4.63,0.3,55.1,NA,NA,NA,1.42,NA,NA,NA,NA
8637,Zieria laevigata,Zieria,Rutaceae,242,27.5,1.58,1.5,46.5,NA,NA,NA,3.17,NA,NA,NA,NA
8638,Roepera glauca,Roepera,Zygophyllaceae,141,25,14,0.3,221,NA,NA,NA,NA,NA,NA,NA,NA
8639,Zygophyllum,Zygophyllum,Zygophyllaceae,NA,NA,1,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA
8640,Alyxia sharpei,Alyxia,Apocynaceae,NA,NA,2.95,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
8641,Jasminum simplicifolium subsp. australiense,Jasminum,Oleaceae,NA,60,30,2,5660,NA,NA,NA,NA,NA,NA,NA,NA
8642,Banksia spinulosa var. spinulosa,Banksia,Proteaceae,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA
8643,Bossiaea stephensonii,Bossiaea,Fabaceae,84.5,15,NA,1,61.4,NA,NA,18.3,3.72,0.264,NA,NA,NA
8644,Hovea linearis,Hovea,Fabaceae,125,33.8,4.92,1.2,224,NA,NA,19.2,17.7,0.311,NA,NA,NA
8645,Phyllota squarrosa,Phyllota,Fabaceae,212,10,1,0.75,13.2,NA,NA,12.6,NA,0.152,NA,NA,NA
8646,Pultenaea scabra,Pultenaea,Fabaceae,98.9,11.8,10.2,3,13.5,0.834,NA,18.7,3.05,0.314,528,NA,NA
8647,Tetratheca rupicola,Tetratheca,Elaeocarpaceae,182,NA,NA,0.4,8.47,NA,NA,7.84,NA,0.176,NA,NA,NA
8648,Tetratheca thymifolia,Tetratheca,Elaeocarpaceae,89.4,13,6.25,1,16.1,NA,NA,8.12,NA,0.185,NA,NA,NA
8649,Xanthosia pilosa,Xanthosia,Apiaceae,106,31.2,15.2,0.65,165,NA,NA,7.55,1.81,0.17,NA,NA,NA
8650,Acacia leiocalyx,Acacia,Fabaceae,111,125,21,6,1810,0.547,NA,NA,3.96,NA,NA,NA,NA
8651,Acacia huegelii,Acacia,Fabaceae,228,11.5,4.5,0.4,22.2,NA,NA,NA,NA,NA,NA,NA,NA
8652,Acacia pulchella,Acacia,Fabaceae,140,3.5,1.25,1.5,317,NA,NA,NA,8.04,NA,NA,NA,NA
8653,Andersonia carinata,Andersonia,Ericaceae,147,NA,NA,0.45,2.39,NA,NA,NA,NA,NA,NA,NA,NA
8654,Bossiaea eriocarpa,Bossiaea,Fabaceae,147,15.9,2.64,1,192,NA,0.22,18.9,1.95,0.35,NA,NA,16.3
8655,Conostephium pendulum,Conostephium,Ericaceae,196,30,4.75,0.7,43.3,NA,NA,9.1,NA,0.32,NA,NA,27.1
8656,Eremaea pauciflora,Eremaea,Myrtaceae,218,5.5,1,4,4.77,NA,NA,11.6,6.78,NA,NA,NA,14
8657,Eriostemon spicatus,Eriostemon,Rutaceae,NA,NA,NA,NA,5.27,NA,NA,NA,NA,NA,NA,NA,NA
8658,Gompholobium tomentosum,Gompholobium,Fabaceae,263,NA,NA,NA,284,NA,NA,NA,1.64,0.33,NA,NA,NA
